Date,Open,High,Low,Close,Adj Close,Volume
2009-03-26,3.851071,3.927857,3.842143,3.923928,3.357492,616252000
2009-03-27,3.865357,3.876071,3.800000,3.816072,3.265204,492872800
2009-03-30,3.732500,3.750357,3.664643,3.731786,3.193085,502796000
2009-03-31,3.766071,3.837500,3.750000,3.754286,3.212337,570080000
2009-04-01,3.717500,3.892857,3.710357,3.881786,3.321431,589372000
2009-04-02,3.933571,4.098214,3.920714,4.025357,3.444278,812366800
2009-04-03,4.078214,4.147500,4.054286,4.142500,3.544511,636241200
2009-04-06,4.105000,4.241071,4.045714,4.230357,3.619685,658064400
2009-04-07,4.161786,4.166786,4.078214,4.107143,3.514258,536580800
2009-04-08,4.122500,4.171072,4.092143,4.154286,3.554596,455630000
2009-04-09,4.229286,4.285714,4.212857,4.270357,3.653911,530756800
2009-04-13,4.286071,4.320714,4.250000,4.293571,3.673775,389236400
2009-04-14,4.270357,4.291786,4.187500,4.225357,3.615408,454622000
2009-04-15,4.185714,4.223214,4.134286,4.201428,3.594933,412882400
2009-04-16,4.256786,4.398214,4.242500,4.337500,3.711361,593446000
2009-04-17,4.327857,4.437500,4.294643,4.407857,3.771563,497495600
2009-04-20,4.347500,4.392500,4.255714,4.303571,3.682331,466466000
2009-04-21,4.246071,4.362143,4.235714,4.348571,3.720836,470685600
2009-04-22,4.379643,4.476786,4.328571,4.339643,3.713196,938767200
2009-04-23,4.522143,4.542857,4.411071,4.478571,3.832069,945156800
2009-04-24,4.451428,4.469285,4.391786,4.425000,3.786231,540764000
2009-04-27,4.389286,4.464286,4.380714,4.454643,3.811596,480690000
2009-04-28,4.405357,4.507500,4.402143,4.425000,3.786231,455856800
2009-04-29,4.458929,4.530357,4.422500,4.469285,3.824123,458110800
2009-04-30,4.507857,4.535714,4.461429,4.493928,3.845209,498489600
2009-05-01,4.492857,4.569643,4.492857,4.544286,3.888297,397516000
2009-05-04,4.580000,4.723214,4.560000,4.716786,4.035896,609358400
2009-05-05,4.705357,4.745000,4.682857,4.739643,4.055453,398255200
2009-05-06,4.761786,4.767857,4.650714,4.732143,4.049036,473538800
2009-05-07,4.726071,4.728214,4.567857,4.609286,3.943914,531776000
2009-05-08,4.608572,4.686786,4.509286,4.613929,3.947887,467964000
2009-05-11,4.548929,4.677143,4.540000,4.627500,3.959500,404658800
2009-05-12,4.627143,4.632500,4.401786,4.443572,3.802121,609481600
2009-05-13,4.400357,4.429286,4.263571,4.267500,3.651468,595971600
2009-05-14,4.277857,4.411786,4.275000,4.391071,3.757200,447826400
2009-05-15,4.368571,4.450714,4.343215,4.372143,3.741003,367567200
2009-05-18,4.418929,4.525000,4.341786,4.523214,3.870268,458841600
2009-05-19,4.529286,4.618214,4.490714,4.551786,3.894715,372422400
2009-05-20,4.558214,4.614643,4.475000,4.495357,3.846432,388584000
2009-05-21,4.469643,4.527857,4.388928,4.435000,3.794786,407946000
2009-05-22,4.430357,4.435000,4.348214,4.375000,3.743448,297998400
2009-05-26,4.455714,4.672500,4.448214,4.670714,3.996475,636927200
2009-05-27,4.706429,4.820714,4.675357,4.751786,4.065843,646422000
2009-05-28,4.766071,4.835357,4.715357,4.823928,4.127572,487552800
2009-05-29,4.835357,4.853571,4.780357,4.850357,4.150186,456534400
2009-06-01,4.873929,4.999643,4.857143,4.976786,4.258363,452499600
2009-06-02,4.963929,5.047857,4.941072,4.981786,4.262642,456223600
2009-06-03,5.000000,5.039643,4.966786,5.033928,4.307257,565199600
2009-06-04,5.004643,5.149286,5.001429,5.133572,4.392516,550634000
2009-06-05,5.189643,5.228571,5.114643,5.166786,4.420936,632716000
2009-06-08,5.136428,5.151072,4.979643,5.137500,4.395877,931652400
2009-06-09,5.136071,5.162857,5.019643,5.097143,4.361346,676964400
2009-06-10,5.081429,5.083929,4.939286,5.008929,4.285867,688623600
2009-06-11,4.983929,5.055714,4.948214,4.998214,4.276699,524823600
2009-06-12,4.957500,4.967857,4.858572,4.891786,4.185633,563085600
2009-06-15,4.857500,4.890357,4.817500,4.860357,4.158742,539750400
2009-06-16,4.880714,4.945357,4.860714,4.869643,4.166686,514805200
2009-06-17,4.881072,4.908928,4.804643,4.842143,4.143157,571412800
2009-06-18,4.861072,4.928571,4.842500,4.852857,4.152324,427680400
2009-06-19,4.931071,4.982143,4.889286,4.981429,4.262337,721856800
2009-06-22,5.023929,5.055714,4.868928,4.906072,4.197856,634914000
2009-06-23,4.871428,4.891071,4.745714,4.786071,4.095181,706532400
2009-06-24,4.836429,4.910714,4.816429,4.865000,4.162715,485525600
2009-06-25,4.848214,5.007143,4.828928,4.995000,4.273949,589447600
2009-06-26,4.992500,5.127143,4.990714,5.087143,4.352791,439384400
2009-06-29,5.123571,5.141071,5.055000,5.070357,4.338428,567616000
2009-06-30,5.092143,5.135714,5.064286,5.086786,4.352484,434224000
2009-07-01,5.125000,5.166429,5.090000,5.101071,4.364708,414178800
2009-07-02,5.044643,5.101071,4.992500,5.000714,4.278837,370479200
2009-07-06,4.953571,4.963929,4.866071,4.950357,4.235750,498688400
2009-07-07,4.945714,4.988572,4.827857,4.835714,4.137658,461596800
2009-07-08,4.854286,4.930000,4.800714,4.900714,4.193273,575929200
2009-07-09,4.920000,4.928214,4.854643,4.870000,4.166994,343025200
2009-07-10,4.869286,4.963214,4.868571,4.947143,4.232999,445275600
2009-07-13,4.983572,5.083571,4.911786,5.083571,4.349733,483501200
2009-07-14,5.072500,5.113572,5.041429,5.081071,4.347596,347247600
2009-07-15,5.180000,5.250000,5.154286,5.245714,4.488471,485587200
2009-07-16,5.205714,5.286428,5.198928,5.268571,4.508029,393570800
2009-07-17,5.324286,5.429286,5.308214,5.419643,4.637294,602154000
2009-07-20,5.473928,5.537143,5.388928,5.461071,4.672741,735526400
2009-07-21,5.474643,5.479643,5.348214,5.411071,4.629959,874781600
2009-07-22,5.635357,5.668929,5.575357,5.597857,4.789781,874104000
2009-07-23,5.593928,5.658571,5.555714,5.636428,4.822784,526962800
2009-07-24,5.605357,5.714286,5.589286,5.713929,4.889097,438362400
2009-07-27,5.720357,5.745714,5.616428,5.717857,4.892458,433311200
2009-07-28,5.674286,5.717857,5.628572,5.714286,4.889402,363554800
2009-07-29,5.675000,5.730357,5.651786,5.715357,4.890318,382158000
2009-07-30,5.775000,5.882857,5.767857,5.813929,4.974660,469604800
2009-07-31,5.821072,5.892857,5.818214,5.835357,4.992996,422536800
2009-08-03,5.900357,5.951428,5.888214,5.943929,5.085894,394240000
2009-08-04,5.890357,5.913214,5.864643,5.912500,5.059002,395810800
2009-08-05,5.919643,5.978214,5.864643,5.896786,5.045557,423183600
2009-08-06,5.913571,5.946786,5.824643,5.853929,5.008886,341616800
2009-08-07,5.910357,5.950000,5.885714,5.911071,5.057781,387354800
2009-08-10,5.916429,5.950000,5.845000,5.882857,5.033639,300294400
2009-08-11,5.846071,5.870714,5.781428,5.815357,4.975883,355342400
2009-08-12,5.805357,5.953928,5.802143,5.903929,5.051669,445071200
2009-08-13,5.951786,6.023929,5.946429,6.015000,5.146708,439980800
2009-08-14,5.997857,6.008214,5.911786,5.956429,5.096591,305816000
2009-08-17,5.841072,5.842500,5.693572,5.699643,4.876873,524381200
2009-08-18,5.772500,5.865714,5.764643,5.857143,5.011638,431152400
2009-08-19,5.812500,5.903572,5.801786,5.878572,5.029974,413271600
2009-08-20,5.892143,5.954286,5.878929,5.940357,5.082839,342031200
2009-08-21,5.987500,6.048929,5.957143,6.043571,5.171154,416074400
2009-08-24,6.075714,6.096786,6.009643,6.037857,5.166265,406929600
2009-08-25,6.052143,6.105000,6.040357,6.050000,5.176653,324354800
2009-08-26,6.032857,6.055357,5.955714,5.978929,5.115843,303998800
2009-08-27,6.026786,6.056071,5.886786,6.051786,5.178183,449181600
2009-08-28,6.152500,6.160357,6.018929,6.073214,5.196517,453700800
2009-08-31,6.005714,6.030357,5.946429,6.007500,5.140290,311337600
2009-09-01,5.999643,6.071429,5.890714,5.903572,5.051363,469028000
2009-09-02,5.879286,5.986072,5.861072,5.899286,5.047697,364249200
2009-09-03,5.944286,5.967857,5.892857,5.948214,5.089561,293955200
2009-09-04,5.974286,6.096428,5.967500,6.082500,5.204463,374628800
2009-09-08,6.177857,6.183571,6.142857,6.176072,5.284526,315047600
2009-09-09,6.170714,6.231071,6.060714,6.112143,5.229827,811087200
2009-09-10,6.145000,6.187500,6.100357,6.162857,5.273220,491134000
2009-09-11,6.175357,6.185000,6.102500,6.148571,5.260998,348961200
2009-09-14,6.101071,6.210714,6.080357,6.204286,5.308668,322011200
2009-09-15,6.215714,6.273214,6.199643,6.255714,5.352674,426470800
2009-09-16,6.356786,6.526786,6.352857,6.495357,5.557723,754023200
2009-09-17,6.499286,6.671072,6.498929,6.591072,5.639620,810572000
2009-09-18,6.636786,6.662500,6.598571,6.607857,5.653982,601582800
2009-09-21,6.581786,6.612857,6.486429,6.572143,5.623424,437715600
2009-09-22,6.613929,6.620714,6.530357,6.588572,5.637481,356753600
2009-09-23,6.621428,6.746428,6.608214,6.625000,5.668650,593563600
2009-09-24,6.685714,6.703571,6.527500,6.565000,5.617311,550880400
2009-09-25,6.500357,6.625000,6.480000,6.513214,5.573001,445239200
2009-09-28,6.566786,6.667143,6.547500,6.648214,5.688514,337444800
2009-09-29,6.668929,6.692857,6.582500,6.620714,5.664983,345385600
2009-09-30,6.647500,6.658928,6.521786,6.619643,5.664066,539585200
2009-10-01,6.619643,6.650714,6.453571,6.459286,5.526857,524711600
2009-10-02,6.478929,6.640714,6.476786,6.603571,5.650316,553308000
2009-10-05,6.650000,6.673572,6.581071,6.643571,5.684541,423133200
2009-10-06,6.705000,6.786071,6.689286,6.786071,5.806471,605085600
2009-10-07,6.777143,6.805357,6.751071,6.794643,5.813804,465668000
2009-10-08,6.809286,6.837500,6.746071,6.759643,5.783857,438211200
2009-10-09,6.748929,6.810714,6.736429,6.802500,5.820527,293272000
2009-10-12,6.822143,6.839643,6.772857,6.814643,5.830919,288024800
2009-10-13,6.808214,6.827500,6.775000,6.786428,5.806777,348020400
2009-10-14,6.866071,6.868571,6.793929,6.831786,5.845586,375510800
2009-10-15,6.772500,6.818572,6.768929,6.805714,5.823278,373556400
2009-10-16,6.762500,6.798572,6.708571,6.716072,5.746575,431426800
2009-10-19,6.708929,6.785714,6.626786,6.780715,5.801888,942230800
2009-10-20,7.164286,7.205357,7.066072,7.098571,6.073860,1141039200
2009-10-21,7.125714,7.453928,7.115357,7.318572,6.262102,1193726800
2009-10-22,7.310714,7.423214,7.232500,7.328571,6.270657,791392000
2009-10-23,7.346428,7.350000,7.258214,7.283571,6.232154,420786800
2009-10-26,7.273929,7.383929,7.146429,7.231429,6.187540,484338400
2009-10-27,7.202143,7.243214,7.016071,7.048929,6.031383,756551600
2009-10-28,7.061071,7.072143,6.825000,6.871428,5.879505,818386800
2009-10-29,6.964286,7.028929,6.862143,7.012500,6.000213,570270400
2009-10-30,7.002143,7.028572,6.720357,6.732143,5.760328,717525200
2009-11-02,6.778572,6.888571,6.627500,6.761071,5.785079,678983200
2009-11-03,6.708929,6.768571,6.640000,6.741071,5.767967,522541600
2009-11-04,6.811786,6.923214,6.793929,6.814643,5.830919,487530400
2009-11-05,6.871428,6.964286,6.850714,6.929643,5.929316,384801200
2009-11-06,6.875357,6.971071,6.871428,6.940714,5.938790,295097600
2009-11-09,7.033571,7.210714,7.009286,7.195000,6.156369,528855600
2009-11-10,7.179286,7.320714,7.178928,7.249286,6.202818,401195200
2009-11-11,7.305714,7.321429,7.208214,7.258929,6.211070,443870000
2009-11-12,7.255000,7.316786,7.193929,7.213929,6.172565,363731200
2009-11-13,7.245357,7.315357,7.216786,7.301786,6.247740,343240800
2009-11-16,7.338572,7.428571,7.321786,7.379643,6.314357,485206400
2009-11-17,7.360000,7.408571,7.321429,7.392857,6.325662,396513600
2009-11-18,7.376429,7.392857,7.285714,7.355714,6.293883,374320800
2009-11-19,7.307500,7.307500,7.135714,7.161071,6.127337,542326400
2009-11-20,7.112500,7.156785,7.062857,7.140000,6.109308,406666400
2009-11-23,7.250000,7.357143,7.248214,7.352857,6.291438,474896800
2009-11-24,7.333214,7.352857,7.246428,7.301429,6.247434,318438400
2009-11-25,7.335714,7.344643,7.277143,7.292500,6.239793,286454000
2009-11-27,7.115000,7.248571,7.084643,7.163929,6.129782,295257200
2009-11-30,7.182500,7.202857,7.098928,7.139643,6.109001,424858000
2009-12-01,7.222857,7.241786,7.029643,7.034643,6.019159,465763200
2009-12-02,7.105714,7.193572,6.991071,7.008214,5.996545,715260000
2009-12-03,7.050714,7.106429,7.009643,7.017143,6.004185,448719600
2009-12-04,7.132143,7.138571,6.795714,6.904286,5.907619,826884800
2009-12-07,6.904286,6.920357,6.738572,6.748214,5.774078,714758800
2009-12-08,6.762857,6.869643,6.739286,6.781072,5.802192,690398800
2009-12-09,6.831429,7.077143,6.796786,7.064286,6.044524,684782000
2009-12-10,7.125000,7.132143,7.004286,7.015357,6.002657,489669600
2009-12-11,7.063571,7.071429,6.908214,6.952500,5.948874,429774800
2009-12-14,6.977500,7.051072,6.877143,7.035000,6.019465,495790400
2009-12-15,6.993928,7.053928,6.902500,6.934643,5.933596,419459600
2009-12-16,6.967857,7.017857,6.948214,6.965357,5.959875,352984800
2009-12-17,6.937857,6.964286,6.821429,6.852143,5.863004,388838800
2009-12-18,6.898929,6.982143,6.878572,6.979643,5.972098,608770400
2009-12-21,7.001786,7.133929,6.988214,7.079643,6.057664,611906400
2009-12-22,7.122857,7.173214,7.095000,7.155715,6.122753,349515600
2009-12-23,7.185714,7.227857,7.171786,7.217857,6.175926,345525600
2009-12-24,7.269643,7.476786,7.262500,7.465714,6.388003,500889200
2009-12-28,7.561429,7.641071,7.486072,7.557500,6.466540,644565600
2009-12-29,7.593928,7.597143,7.454643,7.467857,6.389839,445205600
2009-12-30,7.458214,7.571429,7.439643,7.558571,6.467456,412084400
2009-12-31,7.611786,7.619643,7.520000,7.526072,6.439648,352410800
2010-01-04,7.622500,7.660714,7.585000,7.643214,6.539882,493729600
2010-01-05,7.664286,7.699643,7.616071,7.656428,6.551187,601904800
2010-01-06,7.656428,7.686786,7.526786,7.534643,6.446983,552160000
2010-01-07,7.562500,7.571429,7.466072,7.520714,6.435065,477131200
2010-01-08,7.510714,7.571429,7.466429,7.570714,6.477847,447610800
2010-01-11,7.600000,7.607143,7.444643,7.503929,6.420702,462229600
2010-01-12,7.471071,7.491786,7.372143,7.418571,6.347667,594459600
2010-01-13,7.423929,7.533214,7.289286,7.523214,6.437204,605892000
2010-01-14,7.503929,7.516428,7.465000,7.479643,6.399921,432894000
2010-01-15,7.533214,7.557143,7.352500,7.354643,6.292967,594067600
2010-01-19,7.440357,7.685357,7.401429,7.680000,6.571356,730007600
2010-01-20,7.675357,7.698214,7.482143,7.561786,6.470207,612152800
2010-01-21,7.574286,7.618214,7.400357,7.431071,6.358362,608154400
2010-01-22,7.385000,7.410714,7.041429,7.062500,6.042995,881767600
2010-01-25,7.232500,7.310714,7.149643,7.252500,6.205567,1065699600
2010-01-26,7.355357,7.632500,7.235000,7.355000,6.293272,1867110000
2010-01-27,7.387500,7.520714,7.126071,7.424286,6.352555,1722568400
2010-01-28,7.318929,7.339286,7.096428,7.117500,6.090055,1173502400
2010-01-29,7.181428,7.221428,6.794643,6.859286,5.869116,1245952400
2010-02-01,6.870357,7.000000,6.832143,6.954643,5.950709,749876400
2010-02-02,6.996786,7.011428,6.906428,6.995000,5.985239,698342400
2010-02-03,6.970357,7.150000,6.943572,7.115357,6.088223,615328000
2010-02-04,7.026072,7.084643,6.841786,6.858929,5.868809,757652000
2010-02-05,6.879643,7.000000,6.816072,6.980714,5.973016,850306800
2010-02-08,6.988929,7.067143,6.928571,6.932857,5.932068,478270800
2010-02-09,7.015000,7.053571,6.955357,7.006786,5.995325,632886800
2010-02-10,6.996071,7.021429,6.937857,6.968572,5.962626,370361600
2010-02-11,6.960000,7.133929,6.930714,7.095357,6.071110,550345600
2010-02-12,7.075357,7.201428,6.982143,7.156428,6.123366,655468800
2010-02-16,7.212143,7.274643,7.197143,7.264286,6.215652,543737600
2010-02-17,7.292500,7.296786,7.173572,7.233929,6.189679,436396800
2010-02-18,7.201071,7.281785,7.175714,7.247500,6.201289,422825200
2010-02-19,7.209286,7.257143,7.182500,7.202500,6.162786,415469600
2010-02-22,7.226429,7.232143,7.113929,7.157857,6.124587,390563600
2010-02-23,7.142857,7.190357,6.989643,7.037857,6.021911,575094800
2010-02-24,7.079643,7.194286,7.065714,7.166429,6.131923,460566400
2010-02-25,7.049286,7.245000,7.031785,7.214286,6.172870,665126000
2010-02-26,7.227857,7.327500,7.214286,7.307857,6.252933,507460800
2010-03-01,7.348214,7.482143,7.337500,7.463929,6.386477,550093600
2010-03-02,7.497500,7.529643,7.419286,7.458929,6.382198,566546400
2010-03-03,7.462143,7.495357,7.426429,7.476071,6.396865,372052800
2010-03-04,7.474286,7.532857,7.451071,7.525357,6.439037,366041200
2010-03-05,7.676429,7.846428,7.665357,7.819643,6.690841,899620400
2010-03-08,7.857500,7.860357,7.794643,7.824286,6.694813,429889600
2010-03-09,7.796786,8.035714,7.781785,7.965000,6.815216,920259200
2010-03-10,7.993928,8.052857,7.971428,8.030000,6.870832,596218000
2010-03-11,7.996786,8.053572,7.975714,8.053572,6.891003,405700400
2010-03-12,8.120358,8.133214,8.062500,8.092857,6.924616,416323600
2010-03-15,8.049286,8.053572,7.866071,7.994286,6.840273,493502800
2010-03-16,8.006429,8.035000,7.946786,8.016071,6.858914,446908000
2010-03-17,8.032143,8.087500,7.973928,8.004286,6.848831,450956800
2010-03-18,8.003572,8.035714,7.950357,8.023214,6.865027,342109600
2010-03-19,8.028214,8.044286,7.901072,7.937500,6.791684,559445600
2010-03-22,7.873929,8.071428,7.862500,8.026786,6.868082,456419600
2010-03-23,8.058572,8.170714,8.003572,8.155714,6.978398,602431200
2010-03-24,8.130000,8.221429,8.125357,8.191786,7.009264,597780400
2010-03-25,8.247143,8.248929,8.080358,8.094643,6.926144,542284400
2010-03-26,8.176785,8.283929,8.162500,8.246428,7.056019,640875200
2010-03-29,8.321428,8.352500,8.272142,8.299643,7.101552,540744400
2010-03-30,8.450000,8.481428,8.366072,8.423214,7.207284,527310000
2010-03-31,8.410357,8.450357,8.373571,8.392858,7.181309,430659600
2010-04-01,8.478929,8.526072,8.312500,8.427500,7.210952,603145200
2010-04-05,8.392143,8.518214,8.384643,8.517500,7.287958,684507600
2010-04-06,8.507143,8.580000,8.464286,8.555000,7.320046,447017200
2010-04-07,8.555357,8.640000,8.523571,8.592857,7.352440,628502000
2010-04-08,8.587143,8.626429,8.501429,8.569643,7.332576,572989200
2010-04-09,8.622500,8.638928,8.587857,8.635357,7.388804,334182800
2010-04-12,8.650000,8.681071,8.636071,8.653214,7.404083,333026400
2010-04-13,8.637857,8.671429,8.611072,8.658215,7.408362,306210800
2010-04-14,8.760000,8.778929,8.716785,8.774643,7.507982,404076400
2010-04-15,8.777857,8.893929,8.768214,8.890000,7.606689,376784800
2010-04-16,8.877500,8.969286,8.733929,8.835714,7.560237,750545600
2010-04-19,8.822500,8.853214,8.634643,8.823929,7.550154,566924400
2010-04-20,8.876429,8.901786,8.677143,8.735357,7.474366,738326400
2010-04-21,9.242857,9.294642,9.133214,9.257857,7.921442,982391200
2010-04-22,9.222857,9.526786,9.150000,9.516786,8.142996,793424800
2010-04-23,9.571072,9.720715,9.535714,9.672500,8.276231,796955600
2010-04-26,9.710000,9.730714,9.578215,9.625000,8.235586,479068800
2010-04-27,9.545357,9.565714,9.304286,9.358571,8.007619,709343600
2010-04-28,9.401786,9.428572,9.157500,9.342857,7.994169,758402400
2010-04-29,9.393572,9.642858,9.357500,9.594286,8.209305,558840800
2010-04-30,9.618215,9.663215,9.321428,9.324643,7.978589,542463600
2010-05-03,9.422857,9.567142,9.388572,9.512500,8.139327,454342000
2010-05-04,9.388928,9.403214,9.169642,9.238571,7.904941,723819600
2010-05-05,9.036786,9.219286,8.883214,9.142500,7.822736,883103200
2010-05-06,9.065357,9.223214,7.116071,8.794642,7.525095,1285860800
2010-05-07,8.703929,8.806071,8.043214,8.423572,7.207590,1676018400
2010-05-10,8.937500,9.094643,8.876071,9.071072,7.761620,984306400
2010-05-11,8.994286,9.281786,8.946428,9.161428,7.838932,848906800
2010-05-12,9.258572,9.397500,9.239285,9.360357,8.009146,654379600
2010-05-13,9.400714,9.464286,9.157143,9.227143,7.895162,599712400
2010-05-14,9.112857,9.160000,8.910714,9.065000,7.756426,759362800
2010-05-17,9.096429,9.149285,8.846786,9.079286,7.768650,762834800
2010-05-18,9.177857,9.233929,8.937857,9.012857,7.711810,782678400
2010-05-19,8.910714,9.032857,8.744643,8.869286,7.588965,1025726800
2010-05-20,8.638572,8.708928,8.436071,8.491428,7.265652,1282915200
2010-05-21,8.315000,8.732142,8.262500,8.654285,7.405000,1223891200
2010-05-24,8.831429,8.960714,8.795000,8.812857,7.540679,754238800
2010-05-25,8.548214,8.812857,8.470000,8.757857,7.493619,1048006400
2010-05-26,8.931429,9.004642,8.705358,8.718214,7.459697,850654000
2010-05-27,8.950000,9.067500,8.896786,9.048214,7.742065,666282400
2010-05-28,9.263928,9.264286,9.048214,9.174286,7.849935,815614800
2010-06-01,9.274643,9.497857,9.248571,9.315357,7.970643,876472800
2010-06-02,9.447857,9.457143,9.297500,9.426785,8.065983,688548000
2010-06-03,9.470715,9.483929,9.300357,9.397142,8.040623,650106800
2010-06-04,9.221786,9.353572,9.093928,9.141429,7.821823,758304400
2010-06-07,9.224643,9.255357,8.948215,8.962143,7.668418,886942000
2010-06-08,9.044286,9.064285,8.773214,8.904643,7.619213,1000770400
2010-06-09,8.981071,8.996428,8.660357,8.685715,7.431891,854630000
2010-06-10,8.744286,8.963572,8.650000,8.946786,7.655275,776356000
2010-06-11,8.865357,9.066428,8.834642,9.053928,7.746955,545759200
2010-06-14,9.141429,9.255357,9.071786,9.081429,7.770482,602960400
2010-06-15,9.130000,9.280357,9.125000,9.274643,7.935805,585074000
2010-06-16,9.325000,9.562500,9.308214,9.544642,8.166832,783678000
2010-06-17,9.664286,9.746428,9.625000,9.709642,8.308008,872855200
2010-06-18,9.723214,9.821428,9.693571,9.788215,8.375239,784621600
2010-06-21,9.917500,9.964643,9.597500,9.648929,8.256063,776490400
2010-06-22,9.720000,9.856071,9.696428,9.780357,8.368516,717262000
2010-06-23,9.806429,9.809286,9.567857,9.677500,8.280506,768457200
2010-06-24,9.678572,9.757143,9.575000,9.607142,8.220309,714277200
2010-06-25,9.645000,9.652500,9.493215,9.525000,8.150019,549942400
2010-06-28,9.533215,9.633928,9.447143,9.582143,8.198918,584948000
2010-06-29,9.432858,9.442500,9.082143,9.148929,7.828238,1133344800
2010-06-30,9.168214,9.213214,8.928928,8.983214,7.686444,739452000
2010-07-01,9.082143,9.100000,8.686429,8.874286,7.593241,1022896000
2010-07-02,8.946072,8.961785,8.685715,8.819285,7.546182,693842800
2010-07-06,8.964286,9.028571,8.791429,8.879642,7.597826,615235600
2010-07-07,8.946072,9.241786,8.919642,9.238214,7.904634,654556000
2010-07-08,9.374286,9.389286,9.103214,9.217500,7.886909,738144400
2010-07-09,9.174643,9.282143,9.112857,9.272142,7.933663,433322400
2010-07-12,9.233214,9.351786,9.102143,9.188929,7.862463,562878400
2010-07-13,9.154285,9.157143,8.801071,8.992857,7.694698,1190924000
2010-07-14,8.906428,9.135715,8.892858,9.026072,7.723114,812047600
2010-07-15,8.865357,9.177500,8.832143,8.980357,7.684001,824866000
